club_name,player_name,age,position,specific_position,club_involved_name,fee,type_operation,fee_cleaned,year,season
Al-Ettifaq FC,Fawaz Al-Torais,21,Forward,Left Winger,Khaleej,loan transfer,loan,0.0,2018,2018/2019
Al-Ettifaq FC,Faisal Osman Abu Bakr,21,Defence,Centre-Back,Al-Jeel,loan transfer,loan,0.0,2018,2018/2019
Al-Ettifaq FC,Liban Abdi,29,Forward,Left Winger,Retired,retired,retired,0.0,2018,2018/2019
Al-Ettifaq FC,Youssef Al-Salem,33,Forward,Centre-Forward,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Ettifaq FC,Mohammed Al-Subaie,23,Midfield,Defensive Midfield,Ban,transfer,transfer,1300000.0,2018,2018/2019
Al-Ettifaq FC,Talal Majrashi,27,Forward,Right Winger,Al-Fayha FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Ettifaq FC,Ahmed El Sheikh,25,Forward,Right Winger,El Ahly,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Ettifaq FC,Majed Al-Khaibari,26,Defence,Left-Back,Ittihad Club,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Ettifaq FC,Fahad Al-Hajeri,26,Defence,Centre-Back,Kuwait SC,"end of loanjan 31, 2018",loan,0.0,2018,2018/2019
Al-Faisaly FC,Diego Calderón,28,Forward,Centre-Forward,Ismaily,€1.28m,transfer,1280000.0,2018,2018/2019
Al-Faisaly FC,Awadh Khrees,27,Defence,Right-Back,Ittihad Club,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Ante Puljic,30,Defence,Centre-Back,Tom Tomsk,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Hamdan Al-Shammrani,21,Defence,Left-Back,Al-Ahli SC,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Ahmed Al-Kassar,27,Goalkeeper,Goalkeeper,Al-Ettifaq,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Joseph Akpala,31,Forward,Centre-Forward,KV Oostende,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Riad Sharahili,26,Midfield,Defensive Midfield,Al-Tai,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Abdulaziz Al-Bishi,24,Forward,Right Winger,Al-Shabab SC,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Tariq Al-Kabe,25,Midfield,Central Midfield,Al-Faisaly FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Aqel Al-Sahbi,31,Defence,Centre-Back,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Hussien Hawsawi,25,Defence,Centre-Back,Al-Faisaly FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Doaihy Al-Sahli,23,Midfield,Midfield,Al-Faisaly FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Fahad Muneef,24,Defence,Right-Back,Al-Nojoom FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Faisaly FC,Ifeanyi Onyilo,27,Forward,Centre-Forward,Cova Piedade,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Faisaly FC,Abdulah Awaji,24,Midfield,Left Midfield,Al-Watani,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Faisaly FC,Ahmed Al-Najei,23,Midfield,Defensive Midfield,Al-Orobah FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Faisaly FC,Fahd Mneef,24,Defence,Right-Back,Al-Orobah FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Faisaly FC,Fahad Al-Ansari,31,Midfield,Defensive Midfield,Qadsia SC,loan transfer,loan,0.0,2018,2018/2019
Al-Faisaly FC,Zé Love,30,Forward,Centre-Forward,Oeste,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Ahmed Al-Najei,23,Midfield,Defensive Midfield,Abha Club,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Abdulah Awaji,24,Midfield,Left Midfield,Al-Mojzel,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Sultan Al-Ghannam,24,Defence,Right-Back,Al-Nasr SC,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Evson,27,Defence,Centre-Back,Saham Club,free transfer,free,0.0,2018,2018/2019
Al-Faisaly FC,Hamad Al-Mansour,25,Defence,Right-Back,Al-Nasr SC,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Ibrahim Zaied,28,Goalkeeper,Goalkeeper,Al-Washm,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Sultan Al-Deayea,25,Defence,Centre-Back,Al-Fateh,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Fahd Mneef,24,Defence,Right-Back,Al-Qaisumah FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Hatem Al-Jahani,21,Goalkeeper,Goalkeeper,Najran SC,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Nader Al-Mowalad,25,Midfield,Defensive Midfield,Al-Adalah,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Fahad Muneef,24,Defence,Right-Back,Al-Orobah FC,loan transfer,loan,0.0,2018,2018/2019
Al-Faisaly FC,Mohamed Eid Al-Bishi,31,Defence,Centre-Back,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Ifeanyi Onyilo,27,Forward,Centre-Forward,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Faisaly FC,Saeed Al-Rubaie,24,Defence,Centre-Back,Al-Ahli SC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Faisaly FC,Saleh Gomaa,24,Midfield,Attacking Midfield,El Ahly,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Faisaly FC,Islam Seraj,29,Forward,Centre-Forward,Al-Ahli SC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Faisaly FC,Mansour Hamzi,26,Forward,Second Striker,Al-Fateh,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Alkhaly Bangoura,22,Forward,Right Winger,ES Sahel,€691k,transfer,691000.0,2018,2018/2019
Al-Fateh SC,Ibrahim Al-Talhi,24,Midfield,Left Midfield,Najran SC,free transfer,free,0.0,2018,2018/2019
Al-Fateh SC,Ahmed Al-Nazeri,25,Forward,Centre-Forward,Ittihad Club,free transfer,free,0.0,2018,2018/2019
Al-Fateh SC,Nzuzi Toko,27,Midfield,Defensive Midfield,FC St. Gallen,free transfer,free,0.0,2018,2018/2019
Al-Fateh SC,Mohamed Namani,27,Defence,Centre-Back,CR Belouizdad,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Yassen Hamza,27,Defence,Centre-Back,Ittihad Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Ali Lajami,22,Defence,Centre-Back,Khaleej,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Sultan Al-Deayea,25,Defence,Centre-Back,Al-Faisaly FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Abdulaziz Al-Shereid,24,Midfield,Central Midfield,Al-Taawoun,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Matías Aguirregaray,29,Defence,Right-Back,Club Tijuana,loan transfer,loan,0.0,2018,2018/2019
Al-Fateh SC,Maksym Koval,25,Goalkeeper,Goalkeeper,Dynamo Kyiv,loan transfer,loan,0.0,2018,2018/2019
Al-Fateh SC,Abdullah Al-Yousef,20,Defence,Left-Back,Al-Fateh,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Habib Al-Wutaian,21,Goalkeeper,Goalkeeper,Al-Fateh,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Nooh Al-Mousa,27,Midfield,Central Midfield,Real Valladolid,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fateh SC,Mansour Hamzi,26,Forward,Second Striker,Al-Faisaly FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Riad Sharahili,25,Midfield,Defensive Midfield,Al-Tai,free transfer,free,0.0,2018,2018/2019
Al-Fateh SC,Abdullah Al-Oaisher,27,Goalkeeper,Goalkeeper,Al-Nasr SC,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Nooh Al-Mousa,27,Midfield,Central Midfield,Al-Ahli SC,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Ahmed Al-Nazeri,25,Forward,Centre-Forward,Ittihad Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Abdulah Al-Bilady,24,Forward,Centre-Forward,Al-Washm,loan transfer,loan,0.0,2018,2018/2019
Al-Fateh SC,Saith Sakala,22,Forward,Centre-Forward,Al-Nojoom FC,loan transfer,loan,0.0,2018,2018/2019
Al-Fateh SC,Ali Al-Zaqan,26,Defence,Right-Back,Ittihad Club,loan transfer,loan,0.0,2018,2018/2019
Al-Fateh SC,Lamjed Chehoudi,32,Forward,Second Striker,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Mohamad Amman,29,Defence,Centre-Back,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Fateh SC,Mohamed Abdelshafi,32,Defence,Left-Back,Al-Ahli SC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fateh SC,Abdulaziz Majrashi,26,Defence,Right-Back,Al-Fayha FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fateh SC,Sandro Manoel,29,Midfield,Defensive Midfield,Al-Taawoun,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fateh SC,Ahmed Sharahili,24,Defence,Centre-Back,Al-Hilal FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Cristian Bonilla,25,Goalkeeper,Goalkeeper,Atl. Nacional,free transfer,free,0.0,2018,2018/2019
Al-Fayha FC,Naldo,28,Midfield,Defensive Midfield,Ceará SC,transfer,transfer,1300000.0,2018,2018/2019
Al-Fayha FC,Ahmed Bamsaud,22,Defence,Left-Back,Al-Hilal FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Fayha FC,Majed Al-Najrani,25,Midfield,Defensive Midfield,Al-Hilal FC,loan transfer,loan,0.0,2018,2018/2019
Al-Fayha FC,Abdulrahman Al-Yami,21,Forward,Centre-Forward,Al-Hilal FC,loan transfer,loan,0.0,2018,2018/2019
Al-Fayha FC,Naif Kireiri,20,Defence,Right-Back,Al-Hilal FC,loan transfer,loan,0.0,2018,2018/2019
Al-Fayha FC,Omar Al-Oudah,19,Defence,Right-Back,Al-Hilal FC,loan transfer,loan,0.0,2018,2018/2019
Al-Fayha FC,Mokher Al-Rashidi,19,Defence,Right-Back,Al-Fayha FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Fayha FC,Mohammed Al-Meniqash,27,Forward,Centre-Forward,Al-Orobah FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Abdulaziz Majrashi,26,Defence,Right-Back,Al-Fateh,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Talal Majrashi,27,Forward,Right Winger,Al-Ettifaq,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Hassan Muath,32,Defence,Right-Back,Al-Shabab SC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Abdulmajeed Abdullah Al-Ruwaili,31,Midfield,Central Midfield,Al-Taawoun,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Abdulqaddous Attieh,21,Goalkeeper,Goalkeeper,Al-Wehda,free transfer,free,0.0,2018,2018/2019
Al-Fayha FC,Emilio Izaguirre,32,Defence,Left-Back,Celtic,free transfer,free,0.0,2018,2018/2019
Al-Fayha FC,Mohammed Al-Meniqash,27,Forward,Centre-Forward,Abha Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Fayha FC,Abdulrahman Dagriri,28,Goalkeeper,Goalkeeper,Al-Hazem,transfer,transfer,1300000.0,2018,2018/2019
Al-Fayha FC,Hassan Muath,32,Defence,Right-Back,Ittihad Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Fayha FC,Abdulaziz Majrashi,27,Defence,Right-Back,Al-Kawkab,loan transfer,loan,0.0,2018,2018/2019
Al-Fayha FC,Mutaz Tmbacti,24,Midfield,Defensive Midfield,Ohod Club,loan transfer,loan,0.0,2018,2018/2019
Al-Fayha FC,Abdulaziz Al-Mansour,28,Defence,Left-Back,Al-Ain FC,loan transfer,loan,0.0,2018,2018/2019
Al-Fayha FC,Muteb Al-Najrani,27,Forward,Second Striker,Al-Kawkab,loan transfer,loan,0.0,2018,2018/2019
Al-Fayha FC,Faiz Al-Sobea,35,Goalkeeper,Goalkeeper,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Fayha FC,Abdulelah Al-Fahad,26,Midfield,Central Midfield,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Fayha FC,Abdulmajeed Abdullah Al-Ruwaili,31,Midfield,Central Midfield,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Fayha FC,Mohammed Al-Baqawi,22,Defence,Right-Back,Al-Hilal FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Ahmad Al-Zain,26,Forward,Right Winger,Al-Ahli SC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Fahad Al-Johani,26,Forward,Centre-Forward,Al-Qadsiah FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Abdulaziz Majrashi,22,Midfield,Defensive Midfield,Al-Ettifaq,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Fayha FC,Ahmed Bamsaud,22,Defence,Left-Back,Al-Hilal FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Hazem SC,Carlos Feraud,27,Midfield,Defensive Midfield,CD Macará,€1.00m,transfer,1000000.0,2018,2018/2019
Al-Hazem SC,Gilbert Álvarez,26,Forward,Centre-Forward,Wilstermann,€390k,transfer,390000.0,2018,2018/2019
Al-Hazem SC,Malik Asselah,31,Goalkeeper,Goalkeeper,JS Kabylie,free transfer,free,0.0,2018,2018/2019
Al-Hazem SC,Abdulwahab Jafar,24,Forward,Right Winger,Al-Shabab SC,free transfer,free,0.0,2018,2018/2019
Al-Hazem SC,Youssef Kalfa,25,Forward,Left Winger,Emirates Club,free transfer,free,0.0,2018,2018/2019
Al-Hazem SC,Jhon Fredy Pajoy,29,Forward,Left Winger,Pachuca,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Maher Al-Mutairi,19,Midfield,Midfield,Unknown,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Faris Al-Ayaf,26,Midfield,Central Midfield,Al-Raed,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Fagner Alemão,27,Defence,Centre-Back,Avaí FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Muralha,25,Midfield,Attacking Midfield,Seongnam FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Abdulrahman Dagriri,28,Goalkeeper,Goalkeeper,Al-Fayha FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Mujahid Al-Manee,22,Forward,Centre-Forward,Al-Hilal FC,loan transfer,loan,0.0,2018,2018/2019
Al-Hazem SC,Abdulrahman Al-Rio,24,Defence,Left-Back,Ittihad Club,loan transfer,loan,0.0,2018,2018/2019
Al-Hazem SC,Fawaz Al-Khaibari,26,Goalkeeper,Goalkeeper,Unknown,free transfer,free,0.0,2018,2018/2019
Al-Hazem SC,Pato,26,Forward,Centre-Forward,Al-Orobah FC,free transfer,free,0.0,2018,2018/2019
Al-Hazem SC,Saeed Al-Qarni,29,Midfield,Right Midfield,Al-Ain FC,free transfer,free,0.0,2018,2018/2019
Al-Hazem SC,Moaid Al-Telihi,25,Midfield,Attacking Midfield,Al-Kholood,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Khaled Al-Lazam,19,Forward,Attack,CA Bizertin,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Sultan Al-Nemri,32,Midfield,Left Midfield,Al-Arabi SC,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Bouazza Feham,32,Midfield,Attacking Midfield,MC Oran,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Saeed Mustafa,32,Midfield,Defensive Midfield,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Abdulaziz Al-Ruwdan,26,Goalkeeper,Goalkeeper,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Abdullah Al Haider,33,Midfield,Midfield,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Abdulaziz Al-Marzouki,31,Goalkeeper,Goalkeeper,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Abdullah Gazi,33,Defence,Defence,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Shabib Al-Dosari,26,Defence,Defence,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Moussa Haqawi,26,Midfield,Midfield,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Hazem SC,Hussein Moath,26,Forward,Attack,Without Club,transfer,transfer,1300000.0,2018,2018/2019
Al-Hilal SFC,Bafétimbi Gomis,33,Forward,Centre-Forward,Galatasaray,€6.00m,transfer,6000000.0,2018,2018/2019
Al-Hilal SFC,André Carrillo,27,Forward,Right Winger,Benfica,loan fee:€4.00m,loan,4000000.0,2018,2018/2019
Al-Hilal SFC,Alberto Botía,29,Defence,Centre-Back,Olympiacos,free transfer,free,0.0,2018,2018/2019
Al-Hilal SFC,Omar Abdulrahman,26,Midfield,Attacking Midfield,Al-Ain FC,free transfer,free,0.0,2018,2018/2019
Al-Hilal SFC,Nasser Al-Dawsari,19,Midfield,Central Midfield,Al-Hilal FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Hilal SFC,Meshary Al-Qahtani,21,Midfield,Central Midfield,Al-Hilal FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Hilal SFC,Fahad Al-Rashidi,21,Forward,Right Winger,Al-Hilal FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Hilal SFC,Ahmed Sharahili,24,Defence,Centre-Back,Al-Fateh,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Hilal SFC,Omar Khribin,25,Forward,Centre-Forward,Pyramids FC,"end of loanjun 30, 2019",loan,0.0,2018,2018/2019
Al-Hilal SFC,Léo Bonatini,24,Forward,Centre-Forward,Wolves,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Hilal SFC,Salem Al-Dawsari,26,Forward,Left Winger,Villarreal,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Hilal SFC,Mohammed Al-Baqawi,22,Defence,Right-Back,Al-Fayha FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Hilal SFC,Ezequiel Cerutti,27,Forward,Right Winger,Independiente,"end of loanjun 30, 2019",loan,0.0,2018,2018/2019
Al-Hilal SFC,Ahmed Bamsaud,22,Defence,Left-Back,Al-Fayha FC,"end of loanjun 30, 2018",loan,0.0,2018,2018/2019
Al-Hilal SFC,Léo Bonatini,24,Forward,Centre-Forward,Wolves,€4.00m,transfer,4000000.0,2018,2018/2019
Al-Hilal SFC,Ezequiel Cerutti,26,Forward,Right Winger,Independiente,loan fee:€430k,loan,430000.0,2018,2018/2019
Al-Hilal SFC,Nicolás Milesi,25,Midfield,Central Midfield,Al-Dhafra FC,free transfer,free,0.0,2018,2018/2019
Al-Hilal SFC,Osama Hawsawi,34,Defence,Centre-Back,Al-Wehda,free transfer,free,0.0,2018,2018/2019
Al-Hilal SFC,Achraf Bencharki,23,Forward,Left Winger,Lens,loan transfer,loan,0.0,2018,2018/2019
Al-Hilal SFC,Ahmed Bamsaud,22,Defence,Left-Back,Al-Fayha FC,transfer,transfer,1300000.0,2018,2018/2019
Al-Hilal SFC,Faisal Darwish,26,Defence,Right-Back,Al-Wehda,transfer,transfer,1300000.0,2018,2018/2019
Al-Hilal SFC,Abdullah Al-Zoari,30,Defence,Centre-Back,Al-Wehda,transfer,transfer,1300000.0,2018,2018/2019
Al-Hilal SFC,Majed Al-Najrani,25,Midfield,Defensive Midfield,Al-Fayha FC,loan transfer,loan,0.0,2018,2018/2019
Al-Hilal SFC,Meshary Al-Qahtani,21,Midfield,Central Midfield,Al-Tai,loan transfer,loan,0.0,2018,2018/2019
Al-Hilal SFC,Anas Zabbani,21,Defence,Centre-Back,Al-Batin,loan transfer,loan,0.0,2018,2018/2019
Al-Hilal SFC,Abdulrahman Al-Yami,21,Forward,Centre-Forward,Al-Fayha FC,loan transfer,loan,0.0,2018,2018/2019
Al-Hilal SFC,Mujahid Al-Manee,22,Forward,Centre-Forward,Al-Hazem,loan transfer,loan,0.0,2018,2018/2019
Al-Hilal SFC,Yasser Al-Qahtani,35,Forward,Centre-Forward,Retired,retired,retired,0.0,2018,2018/2019
